   ing    |                                                                                                                                                                                              units                                                                                                                                                                                               
 16069    | ["", "Cs", "cup", "cups", "grams", "ounces", "pound", "pounds", "servings", "tablespoon", "tablespoons", "teaspoons"]
 16070    | ["cup", "cups"]
 16071    | ["cups"]
 16072    | ["", "cup", "cups", "ounces"]
 16073    | ["ounces"]
 16080    | ["", "cups", "ounces", "pound", "servings"]
 16081    | ["cup", "cups"]
 16082    | ["", "ounces"]
 16085    | ["cups", "ounces", "pound"]
 16090    | ["Tablespoons", "Tbs", "cup", "cups", "tablespoon", "tablespoons"]
 16091    | ["", "Cs", "Tbs", "Tbsp", "Tbsps", "cup", "cups", "grams", "ounces", "servings", "tablespoons", "teaspoon"]
 16092    | ["Tb", "Tbs", "cup", "cups", "grams", "ounces", "serving", "servings", "tablespoon", "tablespoons"]
 16098    | ["", "C", "Cs", "Cup", "Cups", "Tablespoons", "Tbs", "Tbsp", "Tbsps", "cup", "cups", "grams", "mLs", "ounces", "servings", "tablespoon", "tablespoons", "teaspoon"]
 16099    | ["cups"]
 16100    | ["cup", "cups", "grams", "tablespoons"]
 16102    | ["cup"]
 16112    | ["Tb", "Tbs", "Tbsps", "cup", "cups", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 16114    | ["ounces", "serving"]
 16115    | ["cups"]
 16117    | ["", "bags", "servings"]
 16123    | ["cups", "tablespoons"]
 16124    | ["Cs", "Cups", "Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "cup", "cups", "dash", "milliliters", "ounces", "pinch", "serving", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 16130    | ["tablespoons"]
 16147    | ["bunch", "servings"]
 16150    | ["Tbs", "cup", "cups", "grams", "tablespoon", "tablespoons"]
 16157    | ["Gram", "cup", "cups", "gms", "grams", "ounces", "servings", "tablespoons"]
 16158    | ["", "Tbsps", "container", "cup", "cups", "ounces", "pound", "servings", "tablespoon", "tablespoons"]
 16161    | ["", "cups", "grams", "ounces", "package", "tablespoons"]
 16162    | ["", "box", "boxs", "cup", "cups", "gms", "grams", "mLs", "ounces", "package", "pound", "pounds", "squares", "tablespoons"]
 16202    | ["Ozs", "can", "cup", "cups", "grams", "ounces", "serving", "servings"]
 16235    | ["", "Tbs", "cup", "cups", "mLs", "ounces", "serving", "tablespoons", "teaspoons"]
 16252    | ["cups"]
 16390    | ["cup", "cups", "grams"]
 16409    | ["grams", "ounces"]
 16424    | ["", "Cups", "Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "cup", "cups", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 16542    | ["cup"]
 17009    | ["", "ounces", "pounds"]
 17013    | ["", "kgs", "pound", "pounds"]
 17023    | ["", "ounces"]
 17032    | [""]
 17047    | ["", "kgs", "pound", "pounds"]
 17059    | ["pound", "pounds"]
 17094    | ["ouncessheets"]
 17104    | ["cup"]
 17142    | ["", "ounces", "pound", "pounds"]
 17156    | ["pounds"]
 17158    | ["tablespoons"]
 17164    | ["ounces", "pounds"]
 17166    | ["kg", "pounds"]
 17180    | ["", "grams", "pounds"]
 17224    | ["grams", "ounces", "pound", "pounds"]
 17239    | [""]
 17276    | ["", "pounds"]
 17305    | [""]
 17330    | ["pound", "pounds", "servings"]
 17338    | ["cups", "pound"]
 17343    | ["pound", "pounds"]
 17345    | ["ounces"]
 17346    | ["kg", "kgs"]
 17353    | ["grams", "pound"]
 18009    | ["", "Cans", "can", "cans", "containers", "cup", "grams", "ounces", "package", "packages", "servings", "tube", "tubes"]
 18010    | ["", "bagsheet", "cup", "cups", "ounces", "quarts", "servings", "sheet", "sheets", "teaspoon", "teaspoons"]
 18019    | ["loaf", "slices"]
 18022    | ["box", "boxes", "grams", "ounces", "package"]
 18023    | ["", "cups", "pounds", "servings"]
 18029    | ["", "Loaf", "Slices", "cups", "inches", "loaf", "loafs", "ounces", "pound", "servings", "slices", "stick"]
 18033    | ["", "cups", "inches", "loaf", "loafs", "ounces", "pounds", "serving", "servings", "slice", "slices"]
 18042    | ["", "6-inchs", "8-inchs", "servings"]
 18044    | ["", "pounds", "slices"]
 18047    | ["", "cups", "loaf", "pound", "servings", "slices"]
 18060    | ["", "cups", "pound", "servings", "slice", "slices"]
 18064    | ["", "Cups", "Loaf", "Slices", "Tbsp", "bag", "can", "chunks", "cube", "cup", "cups", "inch", "inches", "loaf", "loafs", "ounces", "pound", "pounds", "serving", "servings", "sheets", "slice", "slices", "square"]
 18069    | ["", "cups", "loaf", "ounces", "slice", "slices"]
 18070    | ["", "cups", "servings", "sheet", "slice", "slices"]
 18075    | ["", "8-inchs", "Slices", "cup", "cups", "leave", "loaf", "loafs", "ounces", "servings", "slice", "slices"]
 18079    | ["", "Tablespoon", "Tablespoons", "Tbs", "Tbsp", "Tbsps", "cup", "cups", "grams", "handful", "handfuls", "ounces", "pounds", "servings", "tablespoon", "tablespoons", "teaspoons"]
 18081    | ["bag", "cup", "cups", "ounces"]
 18082    | ["", "box", "cup", "cups", "grams", "ounces", "serving", "servings"]
 18087    | ["", "box", "ounces", "package", "tablespoons"]
 18088    | ["", "box", "cups", "ounces"]
 18099    | ["ounces"]
 18114    | ["box", "cups", "ounces", "package"]
 18133    | ["", "Cs", "box", "cup", "cups", "inches", "loaf", "ounces", "pound", "pounds", "servings", "slices"]
 18137    | ["", "Box", "C", "Cs", "Tablespoons", "box", "cup", "cups", "grams", "ounces", "package", "packages", "servings", "tablespoons"]
 18139    | ["", "cup", "cups", "grams", "handful", "ounces", "packages", "tablespoons"]
 18144    | ["", "box", "boxes", "cup", "cups", "ounces", "package", "tablespoons", "teaspoons"]
 18157    | ["", "cups", "ounces"]
 18166    | ["", "cups", "package", "packages", "pound", "servings"]
 18172    | ["", "cup", "cups", "ounces", "pound", "servings"]
 18173    | ["", "cup", "grams", "ounces"]
 18192    | ["", "Cs", "cups", "ounces", "package", "servings", "squares"]
 18205    | ["cup", "cups", "ounces", "package", "tablespoons", "tube", "tubes"]
 18210    | ["", "cups", "servings"]
 18217    | ["cup", "cups", "tablespoons"]
 18228    | ["", "cups"]
 18239    | ["", "cups", "ounces", "servings", "slices", "square"]
 18242    | ["cup", "cups", "grams", "link", "ounces", "serving", "servings"]
 18271    | ["", "servings"]
 18272    | [""]
 18292    | ["", "Cups", "cup", "cups", "tablespoons"]
 18334    | ["", "12 inchs", "9-inch", "9-inchs", "box", "boxs", "cup", "cups", "inches", "ounces", "package", "pound", "serving", "servings", "sheet", "sheets"]
 18337    | ["", "Sheets", "box", "cups", "grams", "gsheets", "inches", "lbsheets", "ounces", "ouncesheets", "package", "packages", "pkgsheet", "pound", "pounds", "servings", "sheet", "sheets", "square"]
 18338    | ["", "Package", "ounces", "package", "pound", "serving", "servings", "sheet", "sheets"]
 18347    | ["", "ounces"]
 18349    | ["", "serving", "servings"]
 18350    | ["", "Lb", "inches", "servings"]
 18351    | ["", "servings"]
 18353    | ["", "inches", "servings"]
 18360    | ["", "package", "servings"]
 18363    | ["", "2-inchs", "6-inchs", "8-inchs", "servings", "strip"]
 18364    | ["", "10-inch", "6-inch", "6-inchs", "8-inchs", "bunch", "cup", "package", "serving", "servings"]
 18368    | ["", "package", "packages", "pound"]
 18371    | ["", "Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "Teaspoon", "Teaspoons", "Tsp", "Tsps", "grams", "milliliters", "pinch", "pinches", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 18372    | ["", "Cups", "Tablespoon", "Tbsp", "Tbsps", "Teaspoon", "Teaspoons", "Tsps", "cups", "gram", "grams", "milliliters", "pinch", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 18373    | ["grams", "pinch", "teaspoon", "teaspoons"]
 18374    | ["grams"]
 18375    | ["", "Envelope", "Tablespoon", "Tbs", "Tbsp", "Tbsps", "Teaspoon", "envelope", "envelopes", "gms", "gram", "grams", "inches", "ounces", "package", "packages", "packet", "packets", "pkgs", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 18376    | ["Tbsps", "cup", "cups", "ounces", "servings", "tablespoon", "tablespoons"]
 18408    | ["", "servings"]
 18413    | ["", "4-inchs", "6-inchs", "cup", "cups", "pound", "serving", "servings"]
 18423    | ["", "box", "cup", "cups", "ounces", "package"]
 18439    | ["", "cups", "ounces"]
 18608    | ["cup", "cups"]
 18609    | ["", "box", "cup", "cups", "grams", "ounces", "servings"]
 18617    | ["", "Cs", "box", "boxes", "boxs", "cup", "cups", "ounces", "package", "pounds", "serving", "servings", "sheets", "slice", "squares"]
 18621    | ["", "box", "cup", "cups", "ounces", "servings"]
 18632    | ["", "Box", "C", "Ozs", "box", "cups", "inches", "ounces", "package", "pouch", "servings", "tablespoons"]
 18942    | ["", "10-inch", "9-inch", "inches", "ounces", "servings"]
 18945    | ["", "9-inch", "container", "inches", "milliliters", "servings", "tablespoons"]
 18971    | ["slices"]
 19003    | ["", "bag", "bags", "cup", "cups", "handful", "ounces", "rack", "servings"]
 19033    | ["cups"]
 19034    | ["", "cans", "cups", "ounces", "qts", "quarts", "stick"]
 19039    | ["cup", "cups", "serving", "servings"]
 19047    | ["", "Bags", "bag", "cup", "cups", "grams", "ounces", "servings", "squares"]
 19056    | ["", "Handful", "bag", "bags", "cup", "cups", "grams", "handfuls", "ounce", "ounces", "pound", "serving", "servings", "strip", "tablespoon"]
 19065    | ["cup", "cups", "ounces", "servings"]
 19069    | ["", "cups", "ounces"]
 19070    | ["Cs", "cup", "cups", "grams", "ounces", "package", "tablespoons"]
 19071    | ["cup", "cups", "ounces"]
 19074    | ["", "C", "Ozs", "Tb", "Tbs", "bags", "container", "cup", "cups", "grams", "ounce", "ounces", "package", "serving", "servings", "squares", "tablespoons", "teaspoons"]
 19078    | ["cups", "grams", "ounce", "ounces", "servings", "squares"]
 19081    | ["", "Ounces", "Tbsps", "bag", "boxes", "cup", "cups", "gms", "grams", "ounce", "ounces", "package", "pound", "pounds", "serving", "servings", "squares", "tablespoon", "tablespoons", "teaspoons"]
 19085    | ["cup", "ounce", "ounces"]
 19087    | ["cup", "cups", "grams", "ounce", "ounces", "packages", "pound", "pounds", "servings", "tablespoon", "tablespoons"]
 19088    | ["cup", "cups", "scoops"]
 19091    | [""]
 19095    | ["", "Ls", "container", "cup", "cups", "gallon", "gallons", "liters", "litre", "ounce", "pint", "pints", "quart", "quarts", "rack", "scoop", "scoops", "serving", "servings", "tablespoons"]
 19097    | ["cup", "qts"]
 19100    | ["", "Cs", "cups", "ounces", "servings"]
 19106    | ["", "drop", "serving", "teaspoon", "teaspoons"]
 19108    | ["", "cup", "cups", "servings"]
 19109    | ["", "ounces"]
 19113    | ["cups", "servings", "tablespoons", "teaspoons"]
 19114    | ["quart"]
 19116    | ["", "Cs", "bag", "cup", "cups", "grams", "handfuls", "kg", "ounces", "package", "serving", "servings", "tablespoon", "tablespoons"]
 19125    | ["Cs", "Tablespoons", "Tbsps", "cup", "cups", "grams", "ounces", "servings", "tablespoon", "tablespoons", "teaspoon"]
 19127    | ["", "C", "cup", "cups", "ounces", "package", "servings", "tablespoons"]
 19128    | ["leaf", "servings", "teaspoon"]
 19135    | ["", "cups", "ounces"]
 19137    | ["Tbs", "servings"]
 19142    | [""]
 19150    | ["", "Cs", "Cup", "bag", "cup", "cups", "grams", "ounces", "package", "pound", "pounds", "tablespoons"]
 19151    | ["cup", "cups"]
 19152    | ["", "cup", "servings"]
 19155    | ["", "C", "cups", "ounces"]
 19156    | [""]
 19157    | ["", "Tablespoon", "bag", "bags", "ball", "cup", "cups", "grams", "ounces", "package", "servings"]
 19160    | ["", "cups", "package"]
 19165    | ["", "Cs", "Cups", "TBSPs", "Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "cup", "cups", "gms", "grams", "ounce", "ounces", "packets", "scoop", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 19169    | ["grams", "tablespoon", "tablespoons", "teaspoons"]
 19170    | ["grams", "servings", "teaspoon"]
 19172    | ["box", "ounces", "package"]
 19177    | ["", "Tablespoons", "Tbs", "envelope", "envelopes", "grams", "gsheets", "ounces", "package", "packages", "packet", "packets", "sheet", "sheets", "strips", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 19184    | ["", "Pkg", "box", "cup", "grams", "ounces", "package"]
 19201    | ["", "box", "cups", "package"]
 19202    | ["", "box", "ounces"]
 19206    | ["", "Tablespoon", "box", "boxes", "boxs", "cup", "cups", "ounce", "ounces", "package", "servings", "tablespoons"]
 19226    | ["Tub", "can", "cans", "container", "containers", "cup", "cups", "ounces"]
 19227    | ["cup", "ounces"]
 19228    | ["container", "ounces", "pound", "serving", "servings"]
 19230    | ["", "Tablespoons", "can", "container", "cups", "ounces", "tub"]
 19268    | ["", "cups", "servings"]
 19270    | ["", "cup", "cups", "ounces", "pint", "quart", "quarts", "scoops", "servings"]
 19271    | ["cup", "cups", "pint"]
 19294    | ["Cs", "Tbs", "Tbsps", "cup", "cups", "milliliters", "ounces", "serving", "servings", "tablespoons"]
 19296    | ["", "C", "Cs", "Cups", "TBSP", "TBSPs", "TBs", "Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "Teaspoons", "cup", "cups", "grams", "jar", "mLs", "milliliters", "ounce", "ounces", "packets", "quart", "serving", "servings", "strips", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 19297    | ["", "C", "Cs", "Tablespoon", "Tablespoons", "can", "cup", "cups", "ounces", "servings", "tablespoon", "tablespoons", "teaspoons"]
 19303    | ["Tbsps", "cup", "cups", "jar", "ounces", "servings", "tablespoon", "tablespoons", "teaspoons"]
 19304    | ["Cs", "Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "can", "cup", "cups", "grams", "mLs", "milliliters", "ounce", "ounces", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 19310    | ["Tbsps", "ounces", "tablespoons", "teaspoon", "teaspoons"]
 19312    | ["", "Can", "Tbsps", "can", "cans", "cup", "cups", "grams", "jar", "ounces"]
 19314    | ["", "Ozs", "can", "cans", "cup", "cups", "ounces"]
 19332    | ["", "Ounces", "Tablespoons", "box", "cups", "ounces", "package", "servings", "tablespoons"]
 19334    | ["", "C", "Cs", "Cups", "TBSPs", "Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "Teaspoon", "cup", "cups", "gms", "grams", "ounces", "pinch", "pound", "pounds", "serving", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 19335    | ["", "C", "CUPs", "Cs", "Cups", "Dash", "TB", "Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "Teaspoon", "Teaspoons", "can", "cup", "cups", "glas", "gms", "grams", "grs", "jar", "kg", "mLs", "milliliters", "ounce", "ounces", "package", "packet", "packets", "pinch", "pinches", "pound", "pounds", "serving", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 19336    | ["", "C", "Cs", "Tablespoon", "Tablespoons", "Tbs", "Tbsp", "Tbsps", "box", "cup", "cups", "grams", "kg", "ounces", "pound", "pounds", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 19340    | ["cup", "cups", "tablespoons", "teaspoons"]
 19348    | ["cups", "ounces", "servings", "tablespoon"]
 19349    | ["Tablespoons", "cup", "cups", "milliliters", "ounces", "tablespoons", "teaspoon"]
 19350    | ["Cs", "Tablespoon", "Tablespoons", "Tbs", "Tbsp", "Tbsps", "cup", "cups", "fluid ounces", "grams", "milliliters", "ounces", "serving", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 19364    | ["", "C", "Cs", "Tbs", "Tbsps", "cup", "cups", "jar", "ounces", "pint", "serving", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 19375    | ["servings"]
 19383    | ["Cs", "bag", "cup", "cups", "ounces", "servings"]
 19400    | ["cup"]
 19411    | ["", "C", "cup", "cups", "grams", "handful", "ounces", "servings", "slice"]
 19433    | ["", "cups", "servings"]
 19719    | ["Tablespoons", "Tbsp", "cup", "cups", "grams", "ounces", "tablespoon", "tablespoons", "teaspoons"]
 19816    | ["grams", "pound"]
 19868    | ["cups"]
 19903    | ["Ounces", "Ozs", "cup", "cups", "grams", "milliliters", "ounce", "ounces", "pound", "pounds", "servings", "squares", "tablespoon", "tablespoons"]
 19904    | ["Ounces", "Ozs", "cup", "cups", "grams", "ounce", "ounces", "pound", "servings"]
 19908    | ["Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "Teaspoon", "cup", "cups", "grams", "ounces", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 19911    | ["", "Cs", "Cups", "TBSPs", "Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "boxe", "cup", "cups", "grams", "link", "mLs", "milliliters", "ounces", "pound", "serving", "servings", "slices", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 19912    | ["", "Cs", "TB", "Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "cup", "cups", "gm", "mLs", "ounce", "ounces", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 20001    | ["cups"]
 20002    | ["cups"]
 20003    | ["", "TBSPs", "Tablespoon", "Tb", "Tbsps", "cup", "cups", "grams", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 20004    | ["cup", "cups", "package", "pound"]
 20005    | ["", "Cups", "cup", "cups", "gms", "grams", "tablespoons"]
 20008    | ["cup", "cups", "grams", "tablespoon", "tablespoons"]
 2001     | ["", "Dash", "Teaspoon", "Teaspoons", "cups", "dash", "ounces", "pinch", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 20011    | ["Tbs", "cup", "cups", "grams", "tablespoons"]
 20012    | ["cup", "cups", "tablespoons"]
 20019    | ["", "6-inchs", "cup", "cups", "grams", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 2002     | ["", "pinch", "serving", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 20024    | ["cups"]
 20027    | ["", "Cs", "Ounce", "TBSP", "Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "Teaspoons", "cup", "cups", "gms", "grams", "milliliters", "ounce", "ounces", "servings", "tablespoon", "tablespoons", "tbs", "teaspoon", "teaspoons"]
 20028    | ["C", "box", "cup", "cups", "grams", "ounces", "servings"]
 20029    | ["cup", "cups", "servings"]
 2003     | ["Tablespoons", "Tbs", "Tbsp", "bunch", "cups", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 20030    | ["can", "cups", "ounces"]
 20031    | ["cup", "cups"]
 20033    | ["cup", "cups", "grams", "servings", "tablespoons"]
 20035    | ["", "C", "cup", "cups", "grams", "ounces", "servings", "tablespoon", "tablespoons", "teaspoons"]
 20036    | ["cup", "ounces"]
 20037    | ["cups"]
 2004     | ["", "Handful", "Leaf", "Leave", "Tablespoons", "Tsp", "cubes", "cup", "cups", "grams", "heads", "leaf", "leaves", "ounces", "sprig", "teaspoon", "teaspoons"]
 20040    | ["", "container", "cup", "cups", "grams", "ounces", "servings", "slices", "tablespoon", "tablespoons", "teaspoons"]
 20041    | ["cup", "cups", "package", "servings", "tablespoons"]
 20048    | ["cup", "cups", "ounces"]
 2005     | ["servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 2006     | ["", "dash", "grams", "pinch", "tablespoon", "teaspoon", "teaspoons"]
 20061    | ["", "Tablespoons", "cup", "cups", "grams", "ounces", "servings", "tablespoon", "tablespoons"]
 20064    | ["cup", "cups", "grams"]
 20066    | ["cup", "cups", "servings", "tablespoon", "tablespoons"]
 20067    | ["Tablespoons", "cup", "cups"]
 20068    | ["cups", "tablespoons", "teaspoons"]
 2007     | ["Tbsps", "servings", "tablespoon", "teaspoon", "teaspoons"]
 20076    | ["grams"]
 20077    | ["cup", "cups", "servings", "tablespoons"]
 20078    | ["Tablespoons", "Tbs", "Tbsps", "cup", "cups", "servings", "tablespoons", "teaspoon", "teaspoons"]
 2008     | ["Tbsp", "cups", "sprig", "sprigs", "tablespoon", "teaspoons"]
 20080    | ["", "C", "Cs", "Tablespoons", "cup", "cups", "grams", "ounces", "tablespoon", "tablespoons", "teaspoon"]
 20081    | ["", "C", "Cs", "Cups", "TBSPs", "Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "can", "cup", "cups", "gms", "grams", "handful", "milliliters", "ounce", "ounces", "pound", "pounds", "serving", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 20088    | ["cup", "cups", "ounces"]
 20089    | ["Cs", "cup", "cups", "ounces"]
 2009     | ["", "Dash", "TBSP", "Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "Teaspoon", "cup", "cups", "dash", "ounce", "pinch", "pinches", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 20090    | ["Tbs", "Tbsps", "cup", "cups", "grams", "ounces", "tablespoon", "tablespoons"]
 20093    | ["sheets"]
 2010     | ["", "Dash", "Sticks", "TBSPs", "Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "Teaspoon", "Teaspoons", "Tsp", "cup", "cups", "dash", "dashes", "grams", "inch", "ounce", "ounces", "pinch", "pinches", "serving", "servings", "stick", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 2011     | ["", "Dash", "Teaspoons", "Tsps", "clove", "grams", "pinch", "teaspoon", "teaspoons"]
 20113    | ["cups"]
 20114    | ["", "grams", "ounces", "pound"]
 20115    | ["ounces"]
 2012     | ["", "Tablespoon", "Tb", "Tbsp", "Teaspoon", "bunch", "bunches", "cups", "grams", "handful", "leave", "leaves", "pinch", "serving", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 20124    | ["cups", "ounces", "servings"]
 20125    | ["ounces", "pounds", "servings"]
 20129    | ["cup", "cups", "grams", "grs", "milliliters", "ounces", "tablespoons"]
 2013     | ["", "Tbs", "cups", "grams", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 20130    | ["cups"]
 20132    | ["Cs", "cup", "cups", "grams", "ounces", "servings", "tablespoon", "tablespoons"]
 20133    | ["cups", "grams", "ounces", "package", "pound", "pounds"]
 20134    | ["grams", "ounces"]
 20137    | ["Cs", "cup", "cups", "tablespoons"]
 20138    | ["cup", "cups"]
 20139    | ["cups"]
 2014     | ["Tablespoon", "Tb", "Tbsp", "Teaspoon", "Teaspoons", "cups", "grams", "pinch", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 20140    | ["cup", "grams"]
 20142    | ["cups"]
 2015     | ["", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "cups", "pinch", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 2016     | ["tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 2017     | ["Teaspoon", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 2018     | ["", "Tb", "Tbsp", "cups", "grams", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 2019     | ["", "tablespoon", "teaspoon", "teaspoons"]
 2020     | ["clove", "cloves", "tablespoon", "teaspoon", "teaspoons"]
 2021     | ["", "Dash", "Tablespoon", "Tbsp", "Teaspoons", "pinch", "pinche", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 2022     | ["", "Dash", "pinch", "teaspoons"]
 2023     | ["", "Teaspoon", "leave", "sprig", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 2024     | ["Tbsp", "cups", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 2025     | ["", "Dash", "Teaspoons", "Tsps", "dash", "grams", "pinch", "pinches", "serving", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 2026     | ["", "Tb", "Tbsps", "Teaspoons", "cups", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 2027     | ["", "Dash", "Leave", "Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "Teaspoon", "Teaspoons", "cups", "dashes", "handful", "milliliters", "pinch", "serving", "servings", "sprig", "sprigs", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 2028     | ["", "Dash", "Tablespoon", "Tb", "Tbsp", "Tbsps", "Teaspoon", "Teaspoons", "cup", "cups", "dash", "ounces", "pinch", "pinche", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 2029     | ["Tbsp", "Teaspoons", "cups", "pinch", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 2031     | ["", "Dash", "Tbsp", "Teaspoon", "Teaspoons", "Tsp", "dash", "dashes", "grams", "pinch", "pinches", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 20317    | ["Tbs", "Tbsp", "cup", "cups", "tablespoons"]
 2032     | ["Tb", "ounces", "pinch", "serving", "servings", "tablespoons", "teaspoon", "teaspoons"]
 2033     | ["Tablespoon", "Tbsp", "cup", "cups", "grams", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 2034     | ["tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 2035     | ["", "box", "cup", "cups", "grams", "leave", "pinch", "servings", "tablespoons", "teaspoon", "teaspoons"]
 2036     | ["", "Sprig", "Tablespoon", "Tb", "Tbsp", "Teaspoon", "bunch", "cups", "handful", "inches", "leaves", "package", "servings", "sprig", "sprigs", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 2037     | ["", "Teaspoons", "grams", "pinch", "pinches", "teaspoon", "teaspoons"]
 2038     | ["", "Handful", "Tablespoon", "Tb", "Tbs", "Tbsp", "Teaspoons", "bunch", "bunches", "cups", "grams", "handful", "leave", "leaves", "pinch", "pound", "servings", "sprig", "sprigs", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 20400    | ["cups", "kg", "ounces", "pound"]
 20409    | ["", "Ounces", "cups", "gms", "grams", "ounces", "pound", "pounds", "servings"]
 2041     | ["", "Bunch", "Tablespoons", "Tbs", "Tbsps", "bunch", "bunches", "cups", "handful", "servings", "sprigs", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 20410    | ["cups", "ounces", "pound", "servings"]
 2042     | ["Tbs", "Teaspoons", "pinch", "servings", "sprigs", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 20420    | ["", "C", "box", "cup", "cups", "grams", "ounces", "package", "packages", "pound", "pounds", "servings", "tablespoons"]
 20421    | ["", "cup", "cups", "ounces", "pound", "pounds", "servings"]
 2043     | ["", "Tablespoon", "Tb", "Teaspoons", "dashes", "inch", "pinch", "servings", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 2044     | ["", "C", "Cs", "Cups", "Dash", "Handful", "Sprig", "Tablespoon", "Tablespoons", "Tb", "Tbs", "Tbsp", "Tbsps", "Teaspoons", "bunch", "bunches", "cubes", "cup", "cups", "grams", "handful", "handfuls", "leaf", "leafs", "leave", "leaves", "ounces", "package", "pinch", "servings", "sprig", "sprigs", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
 20444    | ["", "Package", "Tbs", "cup", "cups", "grams", "ounces", "package", "packages", "pounds", "servings", "tablespoons"]
 2045     | ["", "Sprigs", "Tablespoon", "Tablespoons", "Tb", "Tbsp", "Tbsps", "Teaspoons", "bunch", "bunches", "cup", "cups", "dash", "grams", "handful", "handfuls", "pinch", "servings", "sprig", "sprigs", "tablespoon", "tablespoons", "teaspoon", "teaspoons"]
